,GoodCustomer,Gender,ForeignWorker,Single,Age,LoanDuration,PurposeOfLoan,LoanAmount,LoanRateAsPercentOfIncome,YearsAtCurrentHome,NumberOfOtherLoansAtBank,NumberOfLiableIndividuals,HasTelephone,CheckingAccountBalance_geq_0,CheckingAccountBalance_geq_200,SavingsAccountBalance_geq_100,SavingsAccountBalance_geq_500,MissedPayments,NoCurrentLoan,CriticalAccountOrLoansElsewhere,OtherLoansAtBank,OtherLoansAtStore,HasCoapplicant,HasGuarantor,OwnsHouse,RentsHouse,Unemployed,YearsAtCurrentJob_lt_1,YearsAtCurrentJob_geq_4,JobClassIsSkilled
4408,0,Male,0,1,37,13,UsedCar,3835,1,4,2,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1
4409,-1,Male,0,1,29,18,Electronics,1310,4,3,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
4410,1,Female,0,0,42,18,NewCar,7630,3,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1
4411,1,Male,0,1,35,22,Electronics,5946,3,3,1,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1
4412,0,Male,0,0,34,9,Electronics,1440,4,2,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
4413,-1,Female,0,1,19,18,Electronics,250,2,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
4414,-1,Male,0,1,40,31,Retraining,5740,3,2,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
4415,-1,Male,0,1,38,21,Furniture,6118,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
4416,0,Male,0,0,29,13,Electronics,3729,3,3,2,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
4417,0,Male,0,0,55,15,NewCar,250,4,2,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
4418,0,Male,0,1,25,37,Furniture,5805,4,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4419,0,Male,0,1,42,4,Furniture,250,2,4,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
4420,-1,Female,0,0,19,22,Electronics,2545,2,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
4421,1,Male,0,1,50,10,Electronics,4386,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
4422,0,Female,0,1,53,27,NewCar,6204,1,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
4423,1,Male,0,1,28,30,Business,5524,4,4,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
4424,1,Male,0,1,36,21,Furniture,4591,4,2,2,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
4425,0,Female,0,1,45,24,Repairs,1725,2,2,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1
4426,-1,Female,0,0,35,10,Business,766,4,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
4427,-1,Male,0,1,36,59,Retraining,7873,4,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
4428,0,Male,0,1,47,36,UsedCar,6745,2,4,2,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
4429,0,Female,0,0,34,33,Education,5362,2,4,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4430,1,Male,0,0,44,10,Furniture,250,4,3,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
4431,1,Female,0,1,48,16,NewCar,4397,4,2,2,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
4432,0,Male,0,1,36,16,NewCar,4988,4,4,2,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
4433,1,Female,0,0,25,4,NewCar,250,4,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
4434,-1,Male,0,1,35,21,Electronics,250,4,2,1,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1
4435,1,Male,0,1,35,24,Electronics,6180,4,3,2,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
4436,-1,Male,0,1,41,14,Furniture,2386,2,4,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
4437,1,Male,0,1,29,17,UsedCar,968,4,3,2,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0
4438,0,Male,0,1,24,17,Furniture,1316,2,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
4439,0,Male,0,1,48,24,Electronics,1517,2,2,2,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
4440,1,Male,0,1,58,4,Furniture,250,1,2,2,2,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
4441,0,Female,0,0,29,16,Furniture,2986,1,2,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1
4442,0,Female,0,1,21,28,NewCar,3379,2,2,2,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
4443,1,Male,0,1,41,18,Furniture,5196,4,3,4,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
4444,0,Male,0,1,47,21,Furniture,4625,4,4,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1
4445,0,Male,0,1,32,32,Electronics,6746,4,4,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
4446,-1,Male,0,1,19,18,NewCar,1417,2,2,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
4447,1,Female,0,0,41,32,Retraining,5534,2,4,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
4448,0,Female,0,0,52,17,NewCar,429,4,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
4449,0,Female,0,0,36,33,Furniture,5765,2,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
4450,0,Female,0,0,33,27,NewCar,3653,4,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
4451,1,Male,0,1,51,35,Furniture,4594,3,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
4452,0,Male,0,1,39,33,Electronics,1898,4,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
4453,0,Male,0,1,35,4,Furniture,250,2,2,2,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
4454,0,Female,0,0,19,12,Electronics,5825,2,2,2,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
4455,0,Male,0,0,28,21,UsedCar,9011,2,4,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1
4456,1,Male,0,1,42,24,Electronics,823,4,4,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0
4457,1,Male,0,1,30,7,NewCar,250,4,4,2,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
4458,1,Female,0,0,36,20,Business,7556,1,4,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
4459,-1,Female,0,0,35,17,NewCar,1419,2,4,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
4460,0,Male,0,1,37,41,UsedCar,4694,4,1,2,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
4461,-1,Male,0,0,33,4,Furniture,418,4,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
4462,1,Male,0,1,19,6,Furniture,250,4,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
4463,0,Male,0,0,55,34,Furniture,6967,3,4,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1
4464,1,Male,0,0,37,27,NewCar,250,3,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
4465,1,Male,0,0,29,4,Electronics,250,2,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
4466,1,Male,0,1,45,10,NewCar,3471,2,2,2,2,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
4467,1,Male,0,1,59,24,Electronics,6066,4,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
4468,1,Male,0,0,39,27,NewCar,3367,4,2,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1
4469,0,Female,0,0,46,36,Electronics,2451,4,4,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
4470,0,Male,0,1,26,24,Electronics,7043,3,4,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
4471,0,Male,0,0,20,13,NewCar,1979,2,3,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1
4472,1,Male,0,0,44,18,NewCar,6611,4,4,2,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1
4473,-1,Male,0,0,29,11,Electronics,1673,1,3,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
4474,1,Male,0,0,32,4,Electronics,250,1,4,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4475,0,Male,0,1,48,4,NewCar,985,2,1,1,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
4476,-1,Female,0,1,49,39,Business,2173,4,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
4477,1,Male,0,1,38,21,Furniture,6115,3,2,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1
4478,1,Male,0,1,46,16,NewCar,1418,4,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
4479,0,Male,0,1,19,39,NewCar,3620,4,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
4480,0,Male,0,1,43,4,Electronics,250,2,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
4481,-1,Male,0,1,50,15,Furniture,3351,2,4,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
4482,1,Male,0,1,41,20,Electronics,250,4,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4483,0,Male,0,0,22,17,NewCar,5539,2,2,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1
4484,1,Male,0,0,45,22,Furniture,250,4,4,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1
4485,0,Male,0,1,48,28,Electronics,4543,4,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
4486,0,Female,0,1,25,5,UsedCar,250,4,2,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1
4487,-1,Male,0,1,30,17,Electronics,6051,3,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
4488,1,Female,0,0,19,28,UsedCar,4472,3,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
4489,0,Male,0,0,38,21,Furniture,2832,1,2,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,1
4490,1,Male,0,1,39,30,Furniture,6088,4,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
4491,-1,Male,0,1,39,19,NewCar,6933,1,4,4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4492,1,Male,0,1,39,14,Business,250,4,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
4493,1,Male,0,1,44,10,Electronics,5439,4,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
4494,0,Male,0,1,50,29,NewCar,4541,2,2,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1
4495,1,Male,0,1,34,39,Electronics,7051,1,4,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4496,-1,Male,0,0,38,45,NewCar,7954,3,3,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0
4497,-1,Male,0,1,19,24,NewCar,7663,2,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
4498,0,Male,0,0,41,13,Electronics,250,1,2,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
4499,0,Male,0,0,23,19,NewCar,4586,2,2,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
4500,1,Male,0,1,32,4,Furniture,3616,3,4,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
4501,1,Male,0,1,19,4,NewCar,250,2,3,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
4502,1,Male,0,1,52,27,NewCar,4734,1,4,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4503,-1,Male,0,0,46,39,Furniture,7122,4,4,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1
4504,0,Male,0,1,34,59,Furniture,7434,4,2,1,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
4505,0,Male,0,0,40,35,Electronics,1711,4,4,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
4506,1,Male,0,0,32,28,NewCar,6535,3,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
4507,0,Male,0,1,21,14,Furniture,250,4,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
4508,-1,Male,0,0,27,31,NewCar,5872,2,2,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
4509,1,Male,0,0,42,19,NewCar,250,4,4,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1
4510,0,Female,0,1,19,5,NewCar,5835,2,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
4511,0,Female,0,1,24,18,NewCar,654,4,2,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
4512,-1,Male,0,0,29,15,NewCar,259,4,4,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
4513,0,Male,0,0,26,21,Electronics,279,2,1,2,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
4514,-1,Male,0,1,31,25,NewCar,1973,2,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
4515,0,Male,0,1,37,24,Furniture,3794,4,4,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1
4516,1,Male,0,0,39,6,Electronics,250,2,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
4517,1,Male,0,1,38,26,Furniture,9259,1,2,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4518,1,Male,0,0,44,19,Furniture,3344,4,2,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1
4519,1,Female,0,0,19,24,NewCar,3832,2,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
4520,1,Male,0,0,45,18,NewCar,3661,1,4,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
4521,-1,Male,0,1,36,32,Furniture,5012,3,4,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1
4522,0,Male,0,1,19,22,UsedCar,2038,4,4,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
4523,0,Male,0,1,45,14,Business,829,4,4,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
4524,1,Male,0,0,21,4,Electronics,4184,2,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
4525,1,Male,0,1,43,32,UsedCar,7334,2,4,2,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
4526,1,Male,0,1,27,19,NewCar,1035,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
4527,1,Male,0,0,29,22,NewCar,3227,4,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
4528,-1,Male,0,1,38,31,Education,1708,4,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
4529,1,Male,0,1,65,28,NewCar,4927,4,4,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
4530,1,Male,0,1,37,27,NewCar,5465,4,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
4531,1,Male,0,1,26,21,Furniture,3215,3,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
4532,1,Male,0,1,44,9,Business,250,2,4,4,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1
4533,0,Male,0,0,24,25,Furniture,2767,2,4,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4534,0,Female,0,0,46,13,Business,3981,4,2,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1
4535,1,Male,0,1,43,12,Furniture,3631,2,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
4536,1,Male,0,1,48,40,Retraining,7491,4,2,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1
4537,0,Male,0,1,59,35,NewCar,6315,4,4,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1
4538,1,Male,0,1,36,9,Furniture,2107,4,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
4539,1,Male,0,1,39,24,NewCar,785,2,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
4540,1,Female,0,0,23,26,Electronics,250,4,4,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
4541,1,Male,0,1,35,25,UsedCar,4484,2,3,2,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1
4542,0,Male,0,1,39,14,NewCar,2778,4,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
4543,1,Male,0,0,29,20,NewCar,839,2,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
4544,0,Female,0,0,25,20,Business,6817,3,4,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
4545,0,Male,0,0,35,29,Business,2950,4,4,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1
4546,1,Male,0,1,37,28,Retraining,7516,1,2,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1
4547,0,Male,0,0,26,43,Furniture,5266,4,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
4548,1,Male,0,0,19,7,Electronics,250,4,3,4,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
4549,1,Male,0,1,22,21,Furniture,4540,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
4550,1,Male,0,1,30,34,Furniture,5828,2,2,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
4551,-1,Female,0,0,27,33,Retraining,7593,2,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
4552,0,Male,0,0,38,10,Electronics,352,4,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
4553,1,Male,0,1,41,14,Electronics,2429,2,2,4,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0
4554,1,Male,0,1,31,45,Electronics,6641,4,4,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4555,1,Male,0,1,45,4,Business,1328,2,2,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1
4556,1,Male,0,0,27,25,Business,5936,2,3,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
4557,1,Female,0,0,52,33,Electronics,10030,4,3,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1
4558,1,Male,0,1,26,22,Electronics,6465,2,4,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
4559,0,Male,0,1,19,20,NewCar,3055,3,4,2,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1
4560,0,Male,0,0,43,16,Electronics,1647,4,4,2,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1
4561,-1,Male,0,1,35,9,Electronics,2838,3,3,2,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
4562,1,Male,0,1,53,31,UsedCar,7717,2,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
4563,0,Male,0,1,34,34,Electronics,7024,4,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
4564,0,Male,0,0,35,38,Electronics,4428,4,4,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
4565,0,Male,0,1,30,14,Furniture,1181,4,4,3,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1
4566,-1,Male,0,1,59,14,Furniture,4400,4,2,2,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
4567,-1,Male,0,0,36,7,Furniture,1288,4,4,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4568,1,Male,0,0,28,20,NewCar,4103,1,2,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
4569,0,Male,0,1,39,19,Furniture,1402,3,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
4570,0,Male,0,1,20,10,NewCar,3127,4,2,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1
4571,-1,Male,0,1,40,28,NewCar,4361,4,4,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
4572,1,Male,0,1,30,4,NewCar,250,2,2,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
4573,-1,Male,0,1,26,32,Business,2273,4,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
4574,1,Male,0,0,21,19,Electronics,1613,2,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
4575,-1,Male,0,1,43,30,NewCar,3446,4,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
4576,0,Female,0,1,41,41,NewCar,8761,3,2,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
4577,0,Male,0,1,49,32,NewCar,3863,2,4,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
4578,1,Male,0,0,36,30,Furniture,7401,3,2,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1
4579,0,Male,0,1,34,10,Electronics,746,4,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
4580,0,Female,0,0,38,18,NewCar,5207,4,4,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
4581,1,Male,0,1,41,31,NewCar,5484,2,4,2,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1
4582,0,Male,0,1,20,29,Electronics,7904,3,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
4583,-1,Male,0,0,26,46,Furniture,7135,2,2,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
4584,-1,Male,0,1,51,25,NewCar,2929,4,2,4,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
4585,0,Male,0,1,45,42,Retraining,3790,2,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
4586,0,Female,0,0,43,11,Electronics,250,4,4,2,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
4587,0,Male,0,1,54,28,NewCar,422,2,4,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
4588,0,Female,0,0,19,24,NewCar,968,4,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
4589,0,Male,0,1,43,20,NewCar,2211,2,4,1,2,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1
4590,-1,Female,0,0,21,9,NewCar,2526,3,3,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
4591,-1,Male,0,1,47,4,Electronics,2157,2,4,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4592,1,Male,0,1,41,14,Electronics,2480,3,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
4593,1,Male,0,1,44,19,Furniture,3548,1,4,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1
4594,1,Male,0,0,48,4,NewCar,250,4,1,4,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1
4595,1,Male,0,1,49,17,NewCar,250,4,2,1,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1
4596,0,Male,0,0,42,4,NewCar,250,2,4,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1
4597,1,Male,0,1,33,7,NewCar,2144,2,3,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
4598,1,Male,0,0,22,33,NewCar,9644,1,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
4599,0,Female,0,0,19,23,Electronics,957,2,3,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
4600,1,Male,0,1,44,20,Electronics,3538,4,2,4,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
4601,-1,Male,0,1,51,33,NewCar,3334,4,4,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1
4602,0,Male,0,1,31,16,UsedCar,4973,2,2,2,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1
4603,1,Male,0,1,37,15,Electronics,250,4,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
4604,1,Male,0,1,44,20,Business,7914,4,4,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1
4605,-1,Female,0,0,19,17,NewCar,2165,4,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
4606,1,Male,0,1,55,25,NewCar,3991,1,4,3,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1
4607,1,Male,0,1,46,11,UsedCar,3629,3,2,2,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
4608,-1,Male,0,1,31,13,Retraining,3427,2,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
