GoodCustomer,Gender,ForeignWorker,Single,Age,LoanDuration,PurposeOfLoan,LoanAmount,LoanRateAsPercentOfIncome,YearsAtCurrentHome,NumberOfOtherLoansAtBank,NumberOfLiableIndividuals,HasTelephone,CheckingAccountBalance_geq_0,CheckingAccountBalance_geq_200,SavingsAccountBalance_geq_100,SavingsAccountBalance_geq_500,MissedPayments,NoCurrentLoan,CriticalAccountOrLoansElsewhere,OtherLoansAtBank,OtherLoansAtStore,HasCoapplicant,HasGuarantor,OwnsHouse,RentsHouse,Unemployed,YearsAtCurrentJob_lt_1,YearsAtCurrentJob_geq_4,JobClassIsSkilled
1,Female,0,1,35,14,Furniture,458,4,2,4,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1
1,Male,0,0,39,8,Furniture,6070,2,2,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
1,Male,0,0,63,40,Education,1808,4,2,1,2,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
1,Male,0,0,51,13,HomeAppliances,2100,3,3,1,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0
-1,Male,0,0,59,45,Electronics,3905,4,4,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1
1,Male,0,0,20,54,Business,8229,2,4,3,2,1,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0
1,Male,0,1,20,30,NewCar,1901,2,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
-1,Male,0,1,70,10,Electronics,1845,4,2,4,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
1,Male,0,1,20,21,Repairs,4439,1,2,3,2,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1
1,Male,1,0,34,39,NewCar,3386,4,4,2,2,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0
1,Male,0,0,47,4,NewCar,915,3,4,2,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1
1,Male,0,1,53,21,NewCar,6681,4,2,1,2,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1
-1,Female,0,1,25,6,HomeAppliances,1445,1,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
1,Female,0,1,20,33,Retraining,4679,4,4,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1
1,Male,0,0,51,8,NewCar,5951,3,1,4,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1,Male,0,1,45,15,UsedCar,3029,3,4,2,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
1,Male,0,0,39,28,Retraining,3804,4,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0
1,Male,0,1,21,9,NewCar,1925,4,1,2,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0
-1,Male,0,1,21,48,NewCar,1313,4,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,Female,0,0,34,48,Furniture,2753,4,4,2,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
1,Female,0,0,22,22,Repairs,7758,2,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
1,Male,0,0,42,11,NewCar,2303,1,2,1,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
-1,Male,0,1,41,15,Education,2760,4,4,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
1,Male,0,1,68,6,Other,1154,4,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
1,Female,0,0,62,36,Electronics,1979,4,4,2,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1
1,Male,0,0,66,24,Electronics,2028,4,4,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,Male,0,1,52,6,Furniture,2284,4,2,2,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
-1,Male,0,1,36,14,NewCar,5595,4,3,1,2,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,1
1,Male,0,0,48,33,Electronics,2133,1,4,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1
1,Male,0,1,65,42,Retraining,2896,4,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1
1,Male,1,1,35,8,Electronics,2828,2,4,1,2,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,1,1
-1,Female,0,1,48,39,UsedCar,2600,1,4,4,2,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0
1,Male,0,0,52,6,Business,2279,1,4,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1
1,Male,0,1,31,18,Electronics,15945,3,4,2,2,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1
1,Male,0,1,44,21,Other,2930,4,4,2,2,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1
1,Male,1,0,40,72,NewCar,1056,4,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,Male,1,0,66,39,Education,2788,4,4,2,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1
1,Female,0,1,45,15,UsedCar,3108,2,3,1,2,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
-1,Male,0,1,46,10,HomeAppliances,8065,1,1,1,2,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1
1,Male,0,0,43,47,Furniture,1203,1,2,2,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1
-1,Male,1,0,23,30,Business,6836,1,4,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1,Male,0,1,62,26,Furniture,2957,4,2,4,2,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
1,Male,0,0,37,42,Electronics,3343,4,4,2,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
-1,Male,0,1,60,12,Education,1928,2,4,4,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1
-1,Male,0,1,54,22,Furniture,1657,4,4,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1
-1,Male,0,1,59,18,NewCar,343,4,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1
1,Male,0,1,20,10,NewCar,2671,4,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
-1,Male,0,1,31,36,Electronics,874,2,3,1,2,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1
-1,Male,0,0,37,12,NewCar,684,4,4,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1
1,Male,0,0,20,10,Furniture,10722,1,4,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
1,Male,0,1,21,21,Furniture,2246,1,4,2,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1
1,Male,0,1,39,21,NewCar,6403,4,2,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1
1,Female,0,0,61,13,Business,2629,4,4,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1
1,Male,0,1,32,12,UsedCar,6560,2,4,4,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
1,Female,0,0,47,18,HomeAppliances,759,4,4,2,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
-1,Male,0,1,46,6,Electronics,2799,2,1,1,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
1,Male,0,1,58,15,NewCar,4576,2,1,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
1,Male,0,1,56,20,UsedCar,1333,1,1,1,2,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1
1,Male,0,1,21,54,Electronics,3186,4,2,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1
-1,Male,0,1,21,4,Furniture,662,1,4,2,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1
1,Male,1,0,38,48,Business,7374,2,3,4,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1
1,Male,1,0,63,9,HomeAppliances,6967,4,4,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
1,Male,1,1,27,15,NewCar,5045,1,1,2,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1
-1,Male,0,1,42,54,NewCar,5150,4,2,1,2,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
1,Male,0,1,50,21,Other,3850,4,1,3,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1
1,Male,0,0,42,27,Furniture,1418,1,3,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1
1,Female,0,0,34,28,Education,1288,1,3,3,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1
1,Male,0,0,25,13,Furniture,2600,4,3,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
1,Male,1,0,70,18,Education,1343,4,4,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1
1,Male,0,0,58,10,Electronics,2647,1,3,4,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
-1,Male,0,1,22,72,Education,1355,2,4,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1
-1,Male,0,1,66,36,Electronics,1950,3,2,2,2,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1
1,Female,0,0,60,21,Electronics,1376,4,4,2,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
-1,Female,0,0,47,15,NewCar,1549,2,2,4,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
1,Male,0,1,63,8,Business,14318,4,4,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,Male,0,1,38,11,UsedCar,860,4,1,2,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1
1,Male,1,1,50,16,Electronics,2522,4,4,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1
1,Male,0,0,60,18,NewCar,2080,4,4,2,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,Male,0,1,70,7,UsedCar,3872,1,2,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1
1,Male,0,1,28,48,Electronics,2442,1,4,1,1,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0
1,Male,0,1,30,18,Electronics,3059,4,4,4,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
1,Female,0,1,20,15,Electronics,1199,2,2,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1,Male,0,1,56,4,Furniture,666,4,2,2,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
1,Male,0,0,33,10,Electronics,1198,4,4,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1,Female,1,1,35,33,Business,1591,4,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
-1,Male,0,1,45,20,Other,2100,4,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
1,Male,0,0,24,30,Furniture,2600,2,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
1,Female,0,0,28,13,NewCar,3913,4,1,2,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
-1,Female,0,0,27,36,Furniture,4241,4,4,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1
1,Male,0,1,32,21,Electronics,1322,4,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
1,Male,0,0,23,48,Retraining,654,4,4,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
-1,Male,0,1,64,24,Furniture,3059,2,2,3,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1,Male,0,1,32,10,Repairs,1526,2,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
1,Female,0,1,48,12,Business,2022,4,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1
1,Female,0,0,26,60,Furniture,3349,2,2,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
1,Female,1,1,22,6,Other,3249,4,4,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1
1,Female,0,1,70,42,Electronics,2442,4,4,1,1,0,0,0,1,0,1,0,1,0,0,1,1,1,0,1,0,0,0
-1,Male,0,1,61,13,Furniture,1568,3,4,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
1,Male,0,1,28,20,Electronics,6224,4,2,2,2,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0
1,Female,0,1,30,15,Other,7308,2,4,2,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1
-1,Male,0,0,42,36,HomeAppliances,2629,4,1,1,2,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
1,Male,0,0,57,18,Furniture,601,4,4,3,2,0,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0
-1,Male,0,0,51,10,Business,14555,1,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0
-1,Male,0,0,43,10,Repairs,1829,3,2,4,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
1,Male,0,1,65,42,UsedCar,12976,3,4,1,1,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1
-1,Female,0,1,27,42,NewCar,4169,2,2,4,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1,Male,0,0,68,12,Education,6967,3,2,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
-1,Male,0,0,39,22,Electronics,1175,1,2,2,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1
1,Male,1,1,28,48,Electronics,2930,3,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
1,Male,0,1,45,54,Electronics,7374,2,1,1,2,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1
-1,Male,0,1,36,12,HomeAppliances,3939,3,3,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1
-1,Male,0,0,62,47,NewCar,666,3,4,2,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
-1,Male,0,0,44,24,Education,947,4,4,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1
1,Male,1,1,27,18,Electronics,1743,2,4,4,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0
1,Male,0,0,22,47,NewCar,7308,3,1,2,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1
1,Male,0,0,29,54,NewCar,1038,1,4,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
-1,Male,0,1,45,8,Other,3620,2,4,1,1,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,1
1,Male,0,1,32,21,Electronics,1386,4,2,2,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1
1,Male,0,1,60,12,Furniture,1512,3,2,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1,Male,0,1,75,16,Other,1388,1,1,2,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
-1,Male,0,1,75,6,HomeAppliances,1107,1,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
-1,Male,0,1,63,42,NewCar,753,4,3,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,Female,0,0,36,27,Education,3123,4,2,1,2,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
1,Male,0,0,22,6,Electronics,9436,4,2,3,2,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1
-1,Male,0,0,21,6,NewCar,2327,4,4,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1
1,Male,0,1,28,30,UsedCar,448,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1
1,Male,0,0,74,40,UsedCar,7678,3,2,4,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1
1,Female,1,1,67,21,Electronics,2333,2,3,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,Male,0,0,51,4,HomeAppliances,806,3,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
1,Male,1,0,38,42,Furniture,2246,4,4,4,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
1,Male,0,1,24,9,UsedCar,3578,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
-1,Male,1,0,19,42,NewCar,10127,1,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
-1,Male,1,1,28,36,Electronics,5234,1,1,2,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0
1,Male,0,1,34,60,Other,959,1,4,4,2,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
-1,Male,0,1,32,48,Electronics,4169,2,4,1,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1
-1,Female,0,1,41,14,NewCar,1530,2,2,1,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
-1,Male,0,0,56,9,Furniture,3651,2,2,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1
1,Male,0,1,24,6,NewCar,5804,4,4,4,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,Male,1,1,58,12,Other,1285,3,1,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
1,Male,0,0,50,12,NewCar,750,4,4,2,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
1,Male,1,1,30,20,Electronics,14027,4,4,3,2,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0
1,Male,0,1,65,6,UsedCar,10366,4,2,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0
1,Male,0,0,36,30,Electronics,3092,4,4,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1
1,Male,1,1,57,10,Furniture,5103,3,1,2,2,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0
1,Male,1,1,27,6,NewCar,1901,4,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
-1,Male,0,0,47,13,NewCar,3652,4,2,2,2,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1
1,Male,0,1,58,11,Electronics,2225,4,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1
-1,Female,0,1,70,21,Electronics,2835,4,1,2,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
-1,Male,1,1,37,72,NewCar,2745,2,4,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1
1,Male,0,0,75,27,NewCar,1940,3,4,2,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
1,Male,0,0,30,21,Business,276,4,4,2,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
1,Male,0,1,70,40,Furniture,1533,3,3,3,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1
1,Male,0,0,52,48,Other,1533,4,4,2,2,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0
1,Male,0,0,58,48,Furniture,1574,2,2,3,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1
1,Male,1,0,22,60,UsedCar,6761,4,1,1,2,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0
-1,Male,1,1,62,28,Repairs,14027,4,3,3,1,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1
1,Male,0,1,30,47,NewCar,1337,4,4,1,1,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1
1,Male,0,0,62,39,UsedCar,1424,4,4,1,2,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1
1,Male,0,1,35,18,UsedCar,1512,4,4,2,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
-1,Female,0,1,19,36,Furniture,1521,4,2,1,2,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
-1,Male,0,0,74,6,Business,14027,2,2,1,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1
1,Male,0,0,42,48,Education,448,4,4,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1
1,Male,1,1,44,20,Furniture,4439,2,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1
1,Male,0,0,55,12,Furniture,1414,2,1,1,2,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1
-1,Female,0,1,45,21,Electronics,3485,3,2,3,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
1,Male,0,0,29,72,Furniture,2288,2,2,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
-1,Female,0,1,35,8,Electronics,7174,4,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1,Female,0,1,59,30,HomeAppliances,7596,2,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
1,Male,0,1,43,16,UsedCar,5507,4,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1
1,Male,0,1,25,6,Electronics,428,3,2,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1
1,Male,0,0,59,22,Other,12680,1,4,2,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1
1,Female,0,0,45,24,UsedCar,1820,2,2,4,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1
1,Male,0,1,43,33,Business,4042,4,3,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
1,Male,0,0,28,11,HomeAppliances,2576,4,2,3,1,0,0,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0,1
1,Male,0,1,63,5,NewCar,2580,2,2,2,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
1,Male,0,1,50,20,Electronics,639,4,1,3,2,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1
1,Male,1,1,67,11,Furniture,1295,3,2,1,1,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1
-1,Male,1,0,64,36,HomeAppliances,4463,4,2,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1
1,Male,0,0,35,47,Other,11328,4,3,3,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1,Male,0,1,24,21,Electronics,7409,3,4,2,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1
-1,Male,0,1,45,28,Electronics,1352,4,2,3,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1
1,Female,0,1,31,4,Electronics,1422,4,3,2,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
-1,Male,0,1,42,30,Retraining,1092,4,4,4,2,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0
-1,Female,0,1,24,42,Furniture,4057,4,4,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
-1,Male,0,0,20,20,Other,7721,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1,Male,0,0,27,16,NewCar,4454,4,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1,Male,0,0,44,9,Electronics,1603,4,2,3,1,1,1,0,0,1,1,0,1,1,0,0,0,1,1,0,0,1,1
-1,Male,0,1,39,36,Furniture,7824,3,4,4,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,Male,0,1,22,47,UsedCar,2390,4,4,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
1,Female,1,0,36,33,NewCar,1048,3,2,4,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
1,Male,0,1,21,15,HomeAppliances,6967,2,2,2,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1
1,Female,0,0,21,33,UsedCar,4796,4,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0
1,Female,0,0,28,18,Furniture,2096,2,1,2,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
1,Male,0,1,27,28,Other,1469,4,3,1,2,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
-1,Female,0,1,75,24,Repairs,1206,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
1,Female,0,1,37,48,NewCar,4526,3,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
1,Male,0,1,52,24,Furniture,618,4,4,1,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
-1,Male,1,0,21,12,Repairs,1473,4,2,3,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1
1,Male,0,1,57,11,Other,2134,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1,Male,0,1,21,12,Electronics,1412,2,4,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1
1,Female,0,1,39,28,NewCar,1543,2,4,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
1,Male,0,0,31,18,Electronics,1249,2,3,2,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
1,Male,0,1,50,21,NewCar,888,4,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1,Female,0,1,27,14,Electronics,2679,4,2,2,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1
1,Female,0,0,24,10,Furniture,666,1,3,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
1,Female,0,0,30,6,NewCar,1287,3,4,1,2,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1
1,Male,0,0,24,27,Furniture,3565,1,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
1,Male,0,1,35,39,NewCar,2225,4,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
1,Male,0,1,48,18,Electronics,902,4,1,3,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1
1,Male,0,1,51,15,Electronics,1474,4,2,2,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1
